"Product ID";"Brand";"Product Name";"Image URL";"Deeplink URL"
"11008286";"Apple";"Apple iPhone XR Dual SIM 256GB white";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/286/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-white_11008286"
"11008287";"Apple";"Apple iPhone XR Dual SIM 64GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/287/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-64gb-balck_11008287"
"11008288";"Apple";"Apple iPhone XR Dual SIM 128GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/288/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-128gb-balck_11008288"
"11008289";"Apple";"Apple iPhone XR Dual SIM 256GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/289/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-balck_11008289"
"11008290";"Apple";"Apple iPhone XR Dual SIM 64GB blue";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/290/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-64gb-blue_11008290"
"11008291";"Apple";"Apple iPhone XR Dual SIM 128GB blue";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/291/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-128gb-blue_11008291"
"11008292";"Apple";"Apple iPhone XR Dual SIM 256GB blue";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/292/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-blue_11008292"
"11008293";"Apple";"Apple iPhone XR Dual SIM 64GB yellow";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/293/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-64gb-yellow_11008293"
"11008294";"Apple";"Apple iPhone XR Dual SIM 128GB yellow";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/294/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-128gb-yellow_11008294"
"11008295";"Apple";"Apple iPhone XR Dual SIM 256GB yellow";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/295/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-yellow_11008295"
